,tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced,winner_rank,winner_rank_points,loser_rank,loser_rank_points,walkover,w_sets_won,l_sets_won,total_sets,w_games_won,l_games_won,total_games,total_tiebreaks
15,2019-M020,Brisbane,Hard,32,A,2018-12-31,104542,,PR,Jo-Wilfried Tsonga,R,188.0,FRA,33.7,106423,,Q,Thanasi Kokkinakis,R,193.0,AUS,22.7,7-6(6) 6-4,3,R32,102.0,11.0,1.0,76.0,41.0,33.0,20.0,11.0,2.0,3.0,3.0,0.0,61.0,46.0,34.0,10.0,11.0,1.0,3.0,239.0,200.0,146.0,367.0,False,2.0,0.0,2.0,13.0,10.0,23.0,1.0
16,2019-M020,Brisbane,Hard,32,A,2018-12-31,111442,,Direct,Jordan Thompson,R,183.0,AUS,24.6,106109,,WC,Alex Bolt,L,183.0,AUS,25.9,6-3 6-0,3,R32,77.0,1.0,2.0,42.0,29.0,23.0,7.0,8.0,0.0,1.0,1.0,3.0,64.0,33.0,17.0,12.0,7.0,8.0,13.0,72.0,715.0,154.0,352.0,False,2.0,0.0,2.0,12.0,3.0,15.0,0.0
17,2019-M020,Brisbane,Hard,32,A,2018-12-31,200282,7.0,Direct,Alex De Minaur,R,183.0,AUS,19.8,200615,,WC,Alexei Popyrin,R,196.0,AUS,19.4,6-2 6-2,3,R32,60.0,1.0,2.0,43.0,28.0,25.0,6.0,8.0,3.0,4.0,5.0,5.0,49.0,31.0,18.0,4.0,8.0,4.0,9.0,31.0,1298.0,147.0,367.0,False,2.0,0.0,2.0,12.0,4.0,16.0,0.0
18,2019-M020,Brisbane,Hard,32,A,2018-12-31,104918,,PR,Andy Murray,R,191.0,GBR,31.6,105902,,WC,James Duckworth,R,183.0,AUS,26.9,6-3 6-4,3,R32,88.0,6.0,4.0,66.0,39.0,28.0,16.0,10.0,4.0,5.0,8.0,2.0,56.0,34.0,23.0,9.0,9.0,1.0,4.0,240.0,200.0,234.0,206.0,False,2.0,0.0,2.0,12.0,7.0,19.0,0.0
19,2019-M020,Brisbane,Hard,32,A,2018-12-31,200175,,Q,Miomir Kecmanovic,R,183.0,SRB,19.3,104919,,Direct,Leonardo Mayer,R,188.0,ARG,31.6,6-3 6-1,3,R32,61.0,5.0,2.0,45.0,25.0,22.0,12.0,8.0,1.0,1.0,6.0,2.0,49.0,29.0,18.0,7.0,8.0,4.0,8.0,131.0,433.0,56.0,895.0,False,2.0,0.0,2.0,12.0,4.0,16.0,0.0
20,2019-M020,Brisbane,Hard,32,A,2018-12-31,105683,5.0,Direct,Milos Raonic,R,196.0,CAN,28.0,105379,,Direct,Aljaz Bedene,R,181.0,SLO,29.4,6-0 6-3,3,R32,47.0,18.0,0.0,38.0,29.0,27.0,5.0,8.0,0.0,0.0,4.0,1.0,43.0,30.0,16.0,2.0,7.0,4.0,8.0,18.0,1855.0,67.0,780.0,False,2.0,0.0,2.0,12.0,3.0,15.0,0.0
21,2019-M020,Brisbane,Hard,32,A,2018-12-31,106401,8.0,Direct,Nick Kyrgios,R,193.0,AUS,23.6,105992,,Direct,Ryan Harrison,R,185.0,USA,26.6,7-6(5) 5-7 7-6(5),3,R32,128.0,44.0,3.0,119.0,80.0,63.0,24.0,18.0,1.0,2.0,27.0,3.0,113.0,77.0,60.0,24.0,18.0,5.0,5.0,35.0,1125.0,62.0,810.0,False,2.0,1.0,3.0,19.0,19.0,38.0,2.0
22,2019-M020,Brisbane,Hard,32,A,2018-12-31,104871,,Direct,Jeremy Chardy,R,188.0,FRA,31.8,105526,,Direct,Jan Lennard Struff,R,193.0,GER,28.6,4-6 6-3 6-4,3,R32,99.0,15.0,4.0,87.0,52.0,40.0,21.0,15.0,2.0,3.0,10.0,2.0,74.0,41.0,32.0,22.0,14.0,4.0,6.0,40.0,1050.0,57.0,875.0,False,2.0,1.0,3.0,16.0,13.0,29.0,0.0
23,2019-M020,Brisbane,Hard,32,A,2018-12-31,106034,,Q,Yasutaka Uchiyama,R,183.0,JPN,26.4,200005,,Q,Ugo Humbert,L,188.0,FRA,20.5,6-4 7-6(6),3,R32,90.0,12.0,0.0,58.0,43.0,39.0,10.0,11.0,0.0,0.0,6.0,4.0,75.0,45.0,35.0,14.0,11.0,0.0,1.0,185.0,275.0,102.0,572.0,False,2.0,0.0,2.0,13.0,10.0,23.0,1.0
24,2019-M020,Brisbane,Hard,32,A,2018-12-31,105777,6.0,Direct,Grigor Dimitrov,R,191.0,BUL,27.6,106415,,Direct,Yoshihito Nishioka,L,170.0,JPN,23.2,6-3 6-4,3,R32,79.0,9.0,6.0,76.0,43.0,37.0,12.0,10.0,6.0,7.0,1.0,1.0,47.0,33.0,21.0,7.0,9.0,0.0,3.0,19.0,1835.0,75.0,701.0,False,2.0,0.0,2.0,12.0,7.0,19.0,0.0
25,2019-M020,Brisbane,Hard,32,A,2018-12-31,105357,,Direct,John Millman,R,183.0,AUS,29.5,105815,,Direct,Tennys Sandgren,R,188.0,USA,27.4,7-6(6) 6-7(6) 6-0,3,R32,153.0,8.0,2.0,98.0,68.0,49.0,15.0,15.0,3.0,5.0,12.0,4.0,106.0,63.0,44.0,20.0,15.0,13.0,18.0,38.0,1083.0,61.0,814.0,False,2.0,1.0,3.0,19.0,13.0,32.0,2.0
26,2019-M020,Brisbane,Hard,32,A,2018-12-31,106045,,Direct,Denis Kudla,R,180.0,USA,26.3,126203,,Direct,Taylor Fritz,R,196.0,USA,21.1,7-6(5) 6-7(2) 6-4,3,R32,144.0,8.0,4.0,117.0,73.0,58.0,26.0,17.0,4.0,4.0,22.0,4.0,123.0,72.0,57.0,27.0,17.0,9.0,10.0,63.0,810.0,49.0,974.0,False,2.0,1.0,3.0,19.0,17.0,36.0,2.0
27,2019-0451,Doha,Hard,32,A,2018-12-31,105138,7.0,Direct,Roberto Bautista Agut,R,183.0,ESP,30.7,104607,,WC,Tomas Berdych,R,196.0,CZE,33.2,6-4 3-6 6-3,3,F,115.0,5.0,0.0,85.0,60.0,43.0,16.0,14.0,5.0,6.0,3.0,3.0,82.0,51.0,39.0,16.0,14.0,6.0,8.0,24.0,1605.0,71.0,715.0,False,2.0,1.0,3.0,15.0,13.0,28.0,0.0
28,2019-0451,Doha,Hard,32,A,2018-12-31,105138,7.0,Direct,Roberto Bautista Agut,R,183.0,ESP,30.7,104925,1.0,Direct,Novak Djokovic,R,188.0,SRB,31.6,3-6 7-6(6) 6-4,3,SF,155.0,7.0,0.0,88.0,66.0,52.0,11.0,15.0,2.0,4.0,9.0,3.0,114.0,72.0,48.0,27.0,16.0,6.0,8.0,24.0,1605.0,1.0,9045.0,False,2.0,1.0,3.0,16.0,16.0,32.0,1.0
29,2019-0451,Doha,Hard,32,A,2018-12-31,104607,,WC,Tomas Berdych,R,196.0,CZE,33.2,106065,4.0,Direct,Marco Cecchinato,R,185.0,ITA,26.2,7-6(6) 6-3,3,SF,89.0,12.0,0.0,64.0,41.0,31.0,18.0,11.0,2.0,3.0,5.0,4.0,82.0,51.0,33.0,17.0,10.0,7.0,9.0,71.0,715.0,20.0,1819.0,False,2.0,0.0,2.0,13.0,9.0,22.0,1.0
30,2019-0451,Doha,Hard,32,A,2018-12-31,104925,1.0,Direct,Novak Djokovic,R,188.0,SRB,31.6,105932,5.0,Direct,Nikoloz Basilashvili,R,185.0,GEO,26.8,4-6 6-3 6-4,3,QF,116.0,7.0,3.0,86.0,57.0,41.0,15.0,15.0,3.0,6.0,4.0,3.0,82.0,54.0,39.0,12.0,14.0,3.0,7.0,1.0,9045.0,21.0,1795.0,False,2.0,1.0,3.0,16.0,13.0,29.0,0.0
31,2019-0451,Doha,Hard,32,A,2018-12-31,105138,7.0,Direct,Roberto Bautista Agut,R,183.0,ESP,30.7,104527,,Direct,Stan Wawrinka,R,183.0,SUI,33.7,6-4 6-4,3,QF,105.0,2.0,1.0,70.0,53.0,39.0,8.0,10.0,3.0,3.0,7.0,0.0,86.0,51.0,32.0,18.0,10.0,12.0,14.0,24.0,1605.0,66.0,785.0,False,2.0,0.0,2.0,12.0,8.0,20.0,0.0
32,2019-0451,Doha,Hard,32,A,2018-12-31,106065,4.0,Direct,Marco Cecchinato,R,185.0,ITA,26.2,105583,,Direct,Dusan Lajovic,R,183.0,SRB,28.5,7-6(2) 6-2,3,QF,73.0,4.0,0.0,59.0,47.0,36.0,9.0,10.0,2.0,2.0,6.0,1.0,60.0,46.0,33.0,6.0,10.0,5.0,7.0,20.0,1819.0,48.0,985.0,False,2.0,0.0,2.0,13.0,8.0,21.0,1.0
33,2019-0451,Doha,Hard,32,A,2018-12-31,104607,,WC,Tomas Berdych,R,196.0,CZE,33.2,105732,,Direct,Pierre Hugues Herbert,R,188.0,FRA,27.7,6-2 6-4,3,QF,71.0,6.0,0.0,48.0,32.0,29.0,8.0,9.0,2.0,2.0,5.0,2.0,66.0,44.0,27.0,11.0,9.0,3.0,6.0,71.0,715.0,55.0,903.0,False,2.0,0.0,2.0,12.0,6.0,18.0,0.0
34,2019-0451,Doha,Hard,32,A,2018-12-31,104925,1.0,Direct,Novak Djokovic,R,188.0,SRB,31.6,105916,,Direct,Marton Fucsovics,R,188.0,HUN,26.8,4-6 6-4 6-1,3,R16,120.0,5.0,1.0,75.0,53.0,39.0,13.0,14.0,2.0,4.0,6.0,3.0,85.0,53.0,33.0,16.0,13.0,2.0,6.0,1.0,9045.0,36.0,1122.0,False,2.0,1.0,3.0,16.0,11.0,27.0,0.0
35,2019-0451,Doha,Hard,32,A,2018-12-31,105932,5.0,Direct,Nikoloz Basilashvili,R,185.0,GEO,26.8,126094,,Direct,Andrey Rublev,R,188.0,RUS,21.1,6-3 6-4,3,R16,61.0,8.0,8.0,60.0,36.0,31.0,8.0,10.0,2.0,4.0,6.0,4.0,51.0,28.0,19.0,8.0,9.0,0.0,4.0,21.0,1795.0,68.0,760.0,False,2.0,0.0,2.0,12.0,7.0,19.0,0.0
36,2019-0451,Doha,Hard,32,A,2018-12-31,104527,,Direct,Stan Wawrinka,R,183.0,SUI,33.7,111797,,Direct,Nicolas Jarry,R,201.0,CHI,23.2,6-4 7-6(3),3,R16,88.0,5.0,1.0,61.0,30.0,28.0,20.0,11.0,0.0,0.0,9.0,3.0,70.0,47.0,38.0,11.0,11.0,5.0,6.0,66.0,785.0,43.0,1022.0,False,2.0,0.0,2.0,13.0,10.0,23.0,1.0
37,2019-0451,Doha,Hard,32,A,2018-12-31,105138,7.0,Direct,Roberto Bautista Agut,R,183.0,ESP,30.7,104198,,Q,Guillermo Garcia Lopez,R,188.0,ESP,35.5,6-1 6-4,3,R16,70.0,2.0,0.0,49.0,33.0,25.0,11.0,9.0,3.0,4.0,2.0,4.0,49.0,32.0,20.0,3.0,8.0,3.0,7.0,24.0,1605.0,105.0,543.0,False,2.0,0.0,2.0,12.0,5.0,17.0,0.0
38,2019-0451,Doha,Hard,32,A,2018-12-31,105583,,Direct,Dusan Lajovic,R,183.0,SRB,28.5,105575,,Q,Ricardas Berankis,R,175.0,LTU,28.5,7-6(4) 0-6 7-5,3,R16,131.0,8.0,2.0,100.0,73.0,48.0,12.0,15.0,7.0,12.0,4.0,2.0,98.0,61.0,45.0,16.0,15.0,4.0,7.0,48.0,985.0,116.0,507.0,False,2.0,1.0,3.0,14.0,17.0,31.0,1.0
39,2019-0451,Doha,Hard,32,A,2018-12-31,106065,4.0,Direct,Marco Cecchinato,R,185.0,ITA,26.2,105550,,Direct,Guido Pella,L,183.0,ARG,28.6,W/O,3,R16,,,,,,,,,,,,,,,,,,,,20.0,1819.0,58.0,860.0,True,,,,,,,
40,2019-0451,Doha,Hard,32,A,2018-12-31,104607,,WC,Tomas Berdych,R,196.0,CZE,33.2,104269,8.0,Direct,Fernando Verdasco,L,188.0,ESP,35.1,4-6 6-3 7-5,3,R16,133.0,3.0,2.0,89.0,59.0,44.0,15.0,16.0,2.0,5.0,9.0,3.0,113.0,75.0,50.0,16.0,15.0,10.0,14.0,71.0,715.0,28.0,1410.0,False,2.0,1.0,3.0,17.0,14.0,31.0,0.0
41,2019-0451,Doha,Hard,32,A,2018-12-31,105732,,Direct,Pierre Hugues Herbert,R,188.0,FRA,27.7,109739,,Q,Maximilian Marterer,L,188.0,GER,23.5,6-3 6-7(6) 7-6(6),3,R16,149.0,9.0,2.0,110.0,73.0,57.0,25.0,17.0,2.0,2.0,14.0,3.0,108.0,73.0,56.0,22.0,16.0,5.0,6.0,55.0,903.0,74.0,706.0,False,2.0,1.0,3.0,19.0,16.0,35.0,2.0
42,2019-0451,Doha,Hard,32,A,2018-12-31,104925,1.0,Direct,Novak Djokovic,R,188.0,SRB,31.6,106000,,Direct,Damir Dzumhur,R,175.0,BIH,26.6,6-1 6-2,3,R32,55.0,3.0,2.0,42.0,26.0,21.0,11.0,8.0,0.0,0.0,0.0,2.0,48.0,26.0,17.0,5.0,7.0,4.0,8.0,1.0,9045.0,47.0,985.0,False,2.0,0.0,2.0,12.0,3.0,15.0,0.0
43,2019-0451,Doha,Hard,32,A,2018-12-31,105916,,Direct,Marton Fucsovics,R,188.0,HUN,26.8,105657,,Direct,Marius Copil,R,191.0,ROU,28.2,6-3 6-2,3,R32,72.0,1.0,2.0,54.0,32.0,24.0,15.0,8.0,8.0,8.0,0.0,3.0,53.0,34.0,20.0,8.0,9.0,6.0,10.0,36.0,1122.0,60.0,823.0,False,2.0,0.0,2.0,12.0,5.0,17.0,0.0
44,2019-0451,Doha,Hard,32,A,2018-12-31,126094,,Direct,Andrey Rublev,R,188.0,RUS,21.1,104312,,Direct,Andreas Seppi,R,190.0,ITA,34.8,7-5 6-1,3,R32,75.0,10.0,3.0,59.0,30.0,22.0,18.0,10.0,3.0,5.0,5.0,2.0,61.0,35.0,22.0,8.0,9.0,7.0,12.0,68.0,760.0,37.0,1106.0,False,2.0,0.0,2.0,13.0,6.0,19.0,0.0
45,2019-0451,Doha,Hard,32,A,2018-12-31,105932,5.0,Direct,Nikoloz Basilashvili,R,185.0,GEO,26.8,105077,,Direct,Albert Ramos,L,188.0,ESP,30.9,6-1 1-6 6-1,3,R32,98.0,9.0,3.0,66.0,33.0,27.0,16.0,11.0,2.0,4.0,5.0,2.0,77.0,47.0,26.0,14.0,10.0,8.0,12.0,21.0,1795.0,65.0,790.0,False,2.0,1.0,3.0,13.0,8.0,21.0,0.0
46,2019-0451,Doha,Hard,32,A,2018-12-31,104527,,Direct,Stan Wawrinka,R,183.0,SUI,33.7,111575,3.0,Direct,Karen Khachanov,R,198.0,RUS,22.6,7-6(7) 6-4,3,R32,102.0,7.0,1.0,86.0,49.0,36.0,22.0,11.0,4.0,4.0,6.0,0.0,67.0,46.0,36.0,13.0,11.0,2.0,3.0,66.0,785.0,11.0,2835.0,False,2.0,0.0,2.0,13.0,10.0,23.0,1.0
47,2019-0451,Doha,Hard,32,A,2018-12-31,111797,,Direct,Nicolas Jarry,R,201.0,CHI,23.2,104898,,Direct,Robin Haase,R,191.0,NED,31.7,6-7(7) 6-4 7-6(4),3,R32,158.0,12.0,1.0,124.0,87.0,59.0,24.0,17.0,7.0,9.0,12.0,5.0,107.0,74.0,54.0,19.0,17.0,4.0,7.0,43.0,1022.0,50.0,965.0,False,2.0,1.0,3.0,19.0,17.0,36.0,2.0
48,2019-0451,Doha,Hard,32,A,2018-12-31,104198,,Q,Guillermo Garcia Lopez,R,188.0,ESP,35.5,122570,,WC,Mubarak Shannan Zayid,R,,QAT,23.7,6-1 6-3,3,R32,61.0,1.0,0.0,40.0,27.0,22.0,12.0,8.0,3.0,3.0,6.0,2.0,57.0,30.0,17.0,11.0,8.0,6.0,10.0,105.0,543.0,,0.0,False,2.0,0.0,2.0,12.0,4.0,16.0,0.0
49,2019-0451,Doha,Hard,32,A,2018-12-31,105138,7.0,Direct,Roberto Bautista Agut,R,183.0,ESP,30.7,126610,,Direct,Matteo Berrettini,R,196.0,ITA,22.7,6-1 6-4,3,R32,69.0,3.0,2.0,51.0,34.0,27.0,12.0,9.0,2.0,2.0,4.0,1.0,45.0,28.0,17.0,7.0,8.0,0.0,3.0,24.0,1605.0,54.0,932.0,False,2.0,0.0,2.0,12.0,5.0,17.0,0.0
50,2019-0451,Doha,Hard,32,A,2018-12-31,105575,,Q,Ricardas Berankis,R,175.0,LTU,28.5,105676,6.0,Direct,David Goffin,R,180.0,BEL,28.0,3-6 6-4 7-6(4),3,R32,138.0,6.0,3.0,104.0,66.0,44.0,21.0,15.0,3.0,5.0,11.0,2.0,109.0,70.0,47.0,21.0,16.0,5.0,7.0,116.0,507.0,22.0,1785.0,False,2.0,1.0,3.0,16.0,16.0,32.0,1.0
51,2019-0451,Doha,Hard,32,A,2018-12-31,105583,,Direct,Dusan Lajovic,R,183.0,SRB,28.5,105173,,Direct,Adrian Mannarino,L,180.0,FRA,30.5,6-3 7-6(5),3,R32,95.0,3.0,1.0,77.0,58.0,40.0,9.0,11.0,6.0,8.0,3.0,2.0,61.0,38.0,26.0,11.0,10.0,2.0,5.0,48.0,985.0,42.0,1045.0,False,2.0,0.0,2.0,13.0,9.0,22.0,1.0
52,2019-0451,Doha,Hard,32,A,2018-12-31,105550,,Direct,Guido Pella,L,183.0,ARG,28.6,117356,,WC,Cem Ilkel,R,185.0,TUR,23.3,7-6(1) 6-3,3,R32,107.0,5.0,1.0,66.0,48.0,36.0,11.0,11.0,0.0,2.0,3.0,1.0,82.0,53.0,32.0,12.0,10.0,6.0,9.0,58.0,860.0,249.0,183.0,False,2.0,0.0,2.0,13.0,9.0,22.0,1.0
53,2019-0451,Doha,Hard,32,A,2018-12-31,106065,4.0,Direct,Marco Cecchinato,R,185.0,ITA,26.2,104660,,Q,Sergiy Stakhovsky,R,193.0,UKR,32.9,6-4 6-2,3,R32,82.0,5.0,3.0,56.0,42.0,35.0,6.0,9.0,1.0,1.0,6.0,3.0,79.0,58.0,34.0,9.0,9.0,8.0,11.0,20.0,1819.0,134.0,424.0,False,2.0,0.0,2.0,12.0,6.0,18.0,0.0
54,2019-0451,Doha,Hard,32,A,2018-12-31,104269,8.0,Direct,Fernando Verdasco,L,188.0,ESP,35.1,103893,,LL,Paolo Lorenzi,R,183.0,ITA,37.0,6-3 6-4,3,R32,89.0,9.0,0.0,54.0,36.0,30.0,6.0,10.0,0.0,2.0,2.0,1.0,69.0,40.0,21.0,14.0,9.0,7.0,11.0,28.0,1410.0,109.0,525.0,False,2.0,0.0,2.0,12.0,7.0,19.0,0.0
55,2019-0451,Doha,Hard,32,A,2018-12-31,104607,,WC,Tomas Berdych,R,196.0,CZE,33.2,104259,,Direct,Philipp Kohlschreiber,R,178.0,GER,35.2,6-4 7-6(5),3,R32,102.0,6.0,1.0,73.0,43.0,33.0,17.0,11.0,1.0,2.0,3.0,4.0,73.0,42.0,33.0,14.0,11.0,2.0,4.0,71.0,715.0,34.0,1125.0,False,2.0,0.0,2.0,13.0,10.0,23.0,1.0
56,2019-0451,Doha,Hard,32,A,2018-12-31,109739,,Q,Maximilian Marterer,L,188.0,GER,23.5,105376,,Direct,Peter Gojowczyk,R,188.0,GER,29.4,6-1 6-4,3,R32,55.0,8.0,0.0,48.0,34.0,30.0,8.0,9.0,2.0,2.0,6.0,4.0,50.0,27.0,19.0,10.0,8.0,4.0,7.0,74.0,706.0,59.0,855.0,False,2.0,0.0,2.0,12.0,5.0,17.0,0.0
