,tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced,winner_rank,winner_rank_points,loser_rank,loser_rank_points,walkover,w_sets_won,l_sets_won,total_sets,w_games_won,l_games_won,total_games,total_tiebreaks
10,2020-8888,Atp Cup,Hard,24,A,2020-01-06,105554,,Direct,Daniel Evans,R,175.0,GBR,29.6,200282,,Direct,Alex De Minaur,R,183.0,AUS,20.8,7-6(4) 4-6 7-6(2),3,QF,203.0,4.0,1.0,133.0,88.0,57.0,26.0,17.0,5.0,9.0,6.0,1.0,118.0,78.0,55.0,21.0,17.0,10.0,13.0,42.0,1124.0,18.0,1775.0,False,2.0,1.0,3.0,18.0,18.0,36.0,2.0
11,2020-8888,Atp Cup,Hard,24,A,2020-01-06,106401,,Direct,Nick Kyrgios,R,193.0,AUS,24.6,111815,,Direct,Cameron Norrie,L,188.0,GBR,24.3,6-2 6-2,3,QF,72.0,11.0,4.0,55.0,36.0,26.0,11.0,8.0,5.0,6.0,1.0,4.0,47.0,28.0,16.0,5.0,8.0,2.0,7.0,29.0,1375.0,52.0,975.0,False,2.0,0.0,2.0,12.0,4.0,16.0,0.0
12,2020-8888,Atp Cup,Hard,24,A,2020-01-06,105676,,Direct,David Goffin,R,180.0,BEL,29.0,104745,,Direct,Rafael Nadal,L,185.0,ESP,33.5,6-4 7-6(3),3,QF,143.0,6.0,3.0,82.0,49.0,37.0,14.0,11.0,8.0,10.0,4.0,4.0,82.0,51.0,34.0,15.0,11.0,11.0,14.0,11.0,2335.0,1.0,9985.0,False,2.0,0.0,2.0,13.0,10.0,23.0,1.0
13,2020-8888,Atp Cup,Hard,24,A,2020-01-06,105138,,Direct,Roberto Bautista Agut,R,183.0,ESP,31.7,106293,,Direct,Kimmer Coppejans,R,178.0,BEL,25.9,6-1 6-4,3,QF,90.0,2.0,2.0,57.0,41.0,29.0,9.0,9.0,2.0,3.0,3.0,1.0,55.0,40.0,23.0,5.0,8.0,4.0,8.0,10.0,2335.0,158.0,328.0,False,2.0,0.0,2.0,12.0,5.0,17.0,0.0
14,2020-8888,Atp Cup,Hard,24,A,2020-01-06,104925,,Direct,Novak Djokovic,R,188.0,SRB,32.6,104792,,Direct,Gael Monfils,R,193.0,FRA,33.3,6-3 6-2,3,RR,91.0,0.0,5.0,70.0,36.0,26.0,20.0,9.0,9.0,9.0,5.0,5.0,55.0,38.0,26.0,5.0,8.0,0.0,3.0,2.0,9055.0,9.0,2530.0,False,2.0,0.0,2.0,12.0,5.0,17.0,0.0
15,2020-8888,Atp Cup,Hard,24,A,2020-01-06,105332,,Direct,Benoit Paire,R,196.0,FRA,30.6,105583,,Direct,Dusan Lajovic,R,183.0,SRB,29.5,6-2 6-7(6) 6-4,3,RR,125.0,10.0,6.0,87.0,49.0,41.0,18.0,15.0,2.0,4.0,4.0,1.0,100.0,72.0,44.0,18.0,15.0,8.0,13.0,24.0,1538.0,34.0,1251.0,False,2.0,1.0,3.0,18.0,13.0,31.0,1.0
16,2020-8888,Atp Cup,Hard,24,A,2020-01-06,104925,,Direct,Novak Djokovic,R,188.0,SRB,32.6,104731,,Direct,Kevin Anderson,R,203.0,RSA,33.6,7-6(5) 7-6(6),3,RR,139.0,10.0,1.0,74.0,55.0,43.0,13.0,12.0,3.0,4.0,17.0,3.0,105.0,71.0,52.0,13.0,12.0,7.0,8.0,2.0,9055.0,147.0,360.0,False,2.0,0.0,2.0,14.0,12.0,26.0,2.0
17,2020-8888,Atp Cup,Hard,24,A,2020-01-06,105583,,Direct,Dusan Lajovic,R,183.0,SRB,29.5,144750,,Direct,Lloyd Harris,R,193.0,RSA,22.8,3-6 7-6(4) 6-3,3,RR,135.0,1.0,1.0,87.0,60.0,44.0,17.0,16.0,0.0,3.0,15.0,5.0,96.0,63.0,46.0,13.0,14.0,6.0,8.0,34.0,1251.0,99.0,569.0,False,2.0,1.0,3.0,16.0,15.0,31.0,1.0
18,2020-8888,Atp Cup,Hard,24,A,2020-01-06,104925,,Direct,Novak Djokovic,R,188.0,SRB,32.6,106426,,Direct,Cristian Garin,R,185.0,CHI,23.6,6-3 6-3,3,RR,72.0,3.0,4.0,53.0,30.0,26.0,11.0,9.0,1.0,2.0,6.0,3.0,48.0,25.0,17.0,11.0,9.0,0.0,4.0,2.0,9055.0,33.0,1291.0,False,2.0,0.0,2.0,12.0,6.0,18.0,0.0
19,2020-8888,Atp Cup,Hard,24,A,2020-01-06,105583,,Direct,Dusan Lajovic,R,183.0,SRB,29.5,111797,,Direct,Nicolas Jarry,R,201.0,CHI,24.2,6-2 7-6(3),3,RR,93.0,2.0,1.0,64.0,43.0,33.0,11.0,10.0,1.0,2.0,9.0,1.0,72.0,45.0,30.0,12.0,10.0,4.0,7.0,34.0,1251.0,77.0,675.0,False,2.0,0.0,2.0,13.0,8.0,21.0,1.0
20,2020-8888,Atp Cup,Hard,24,A,2020-01-06,104731,,Direct,Kevin Anderson,R,203.0,RSA,33.6,105332,,Direct,Benoit Paire,R,196.0,FRA,30.6,2-6 7-6(1) 7-6(5),3,RR,153.0,11.0,5.0,115.0,72.0,54.0,19.0,16.0,9.0,13.0,18.0,12.0,105.0,63.0,51.0,18.0,16.0,2.0,4.0,147.0,360.0,24.0,1538.0,False,2.0,1.0,3.0,16.0,18.0,34.0,2.0
21,2020-8888,Atp Cup,Hard,24,A,2020-01-06,104468,,Direct,Gilles Simon,R,183.0,FRA,35.0,144750,,Direct,Lloyd Harris,R,193.0,RSA,22.8,2-6 6-2 6-2,3,RR,135.0,2.0,5.0,70.0,47.0,35.0,8.0,12.0,5.0,8.0,7.0,2.0,98.0,67.0,36.0,14.0,12.0,15.0,20.0,57.0,910.0,99.0,569.0,False,2.0,1.0,3.0,14.0,10.0,24.0,0.0
22,2020-8888,Atp Cup,Hard,24,A,2020-01-06,104792,,Direct,Gael Monfils,R,193.0,FRA,33.3,106426,,Direct,Cristian Garin,R,185.0,CHI,23.6,6-3 7-5,3,RR,79.0,11.0,6.0,66.0,43.0,35.0,10.0,11.0,3.0,4.0,4.0,2.0,53.0,29.0,22.0,11.0,10.0,1.0,4.0,9.0,2530.0,33.0,1291.0,False,2.0,0.0,2.0,13.0,8.0,21.0,0.0
23,2020-8888,Atp Cup,Hard,24,A,2020-01-06,105332,,Direct,Benoit Paire,R,196.0,FRA,30.6,111797,,Direct,Nicolas Jarry,R,201.0,CHI,24.2,6-7(3) 6-3 6-3,3,RR,132.0,13.0,9.0,105.0,50.0,40.0,26.0,15.0,9.0,11.0,12.0,2.0,96.0,64.0,41.0,16.0,15.0,5.0,10.0,24.0,1538.0,77.0,675.0,False,2.0,1.0,3.0,18.0,13.0,31.0,1.0
24,2020-8888,Atp Cup,Hard,24,A,2020-01-06,104731,,Direct,Kevin Anderson,R,203.0,RSA,33.6,106426,,Direct,Cristian Garin,R,185.0,CHI,23.6,6-0 6-3,3,RR,74.0,11.0,0.0,35.0,26.0,24.0,4.0,7.0,0.0,0.0,0.0,4.0,58.0,35.0,19.0,9.0,8.0,7.0,12.0,147.0,360.0,33.0,1291.0,False,2.0,0.0,2.0,12.0,3.0,15.0,0.0
25,2020-8888,Atp Cup,Hard,24,A,2020-01-06,144750,,Direct,Lloyd Harris,R,193.0,RSA,22.8,111797,,Direct,Nicolas Jarry,R,201.0,CHI,24.2,6-4 6-4,3,RR,81.0,8.0,1.0,56.0,38.0,32.0,8.0,10.0,1.0,2.0,4.0,3.0,63.0,44.0,28.0,8.0,10.0,5.0,8.0,99.0,569.0,77.0,675.0,False,2.0,0.0,2.0,12.0,8.0,20.0,0.0
26,2020-8888,Atp Cup,Hard,24,A,2020-01-06,104745,,Direct,Rafael Nadal,L,185.0,ESP,33.5,106415,,Direct,Yoshihito Nishioka,L,170.0,JPN,24.2,7-6(4) 6-4,3,RR,127.0,7.0,3.0,76.0,48.0,33.0,18.0,11.0,6.0,8.0,0.0,2.0,69.0,51.0,34.0,7.0,11.0,2.0,5.0,1.0,9985.0,72.0,764.0,False,2.0,0.0,2.0,13.0,10.0,23.0,1.0
27,2020-8888,Atp Cup,Hard,24,A,2020-01-06,105138,,Direct,Roberto Bautista Agut,R,183.0,ESP,31.7,104424,,Direct,Go Soeda,R,178.0,JPN,35.3,6-2 6-4,3,RR,79.0,6.0,0.0,47.0,32.0,26.0,10.0,9.0,0.0,0.0,4.0,1.0,60.0,38.0,26.0,8.0,9.0,5.0,8.0,10.0,2335.0,119.0,461.0,False,2.0,0.0,2.0,12.0,6.0,18.0,0.0
28,2020-8888,Atp Cup,Hard,24,A,2020-01-06,104745,,Direct,Rafael Nadal,L,185.0,ESP,33.5,105932,,Direct,Nikoloz Basilashvili,R,185.0,GEO,27.8,6-3 7-5,3,RR,109.0,2.0,2.0,56.0,35.0,26.0,12.0,11.0,2.0,5.0,4.0,5.0,77.0,37.0,23.0,16.0,10.0,5.0,10.0,1.0,9985.0,26.0,1450.0,False,2.0,0.0,2.0,13.0,8.0,21.0,0.0
29,2020-8888,Atp Cup,Hard,24,A,2020-01-06,105138,,Direct,Roberto Bautista Agut,R,183.0,ESP,31.7,106223,,Direct,Aleksandre Metreveli,R,183.0,GEO,26.4,6-0 6-0,3,RR,72.0,1.0,0.0,30.0,18.0,15.0,10.0,6.0,1.0,1.0,5.0,2.0,67.0,41.0,20.0,7.0,6.0,8.0,14.0,10.0,2335.0,678.0,29.0,False,2.0,0.0,2.0,12.0,0.0,12.0,0.0
30,2020-8888,Atp Cup,Hard,24,A,2020-01-06,104745,,Direct,Rafael Nadal,L,185.0,ESP,33.5,104655,,Direct,Pablo Cuevas,R,180.0,URU,34.0,6-2 6-1,3,RR,73.0,6.0,1.0,44.0,27.0,24.0,11.0,8.0,1.0,1.0,8.0,2.0,53.0,36.0,23.0,3.0,7.0,4.0,8.0,1.0,9985.0,45.0,1097.0,False,2.0,0.0,2.0,12.0,3.0,15.0,0.0
31,2020-8888,Atp Cup,Hard,24,A,2020-01-06,105138,,Direct,Roberto Bautista Agut,R,183.0,ESP,31.7,208364,,Direct,Franco Roncadelli,L,185.0,URU,19.9,6-1 6-2,3,RR,57.0,2.0,0.0,39.0,27.0,20.0,8.0,7.0,2.0,3.0,0.0,0.0,47.0,31.0,15.0,4.0,8.0,4.0,10.0,10.0,2335.0,,0.0,False,2.0,0.0,2.0,12.0,3.0,15.0,0.0
32,2020-8888,Atp Cup,Hard,24,A,2020-01-06,106415,,Direct,Yoshihito Nishioka,L,170.0,JPN,24.2,105932,,Direct,Nikoloz Basilashvili,R,185.0,GEO,27.8,6-2 6-3,3,RR,82.0,5.0,1.0,71.0,47.0,32.0,13.0,9.0,10.0,11.0,2.0,4.0,56.0,35.0,17.0,10.0,8.0,5.0,9.0,72.0,764.0,26.0,1450.0,False,2.0,0.0,2.0,12.0,5.0,17.0,0.0
33,2020-8888,Atp Cup,Hard,24,A,2020-01-06,104424,,Direct,Go Soeda,R,178.0,JPN,35.3,106223,,Direct,Aleksandre Metreveli,R,183.0,GEO,26.4,4-6 6-3 6-2,3,RR,135.0,4.0,1.0,74.0,47.0,36.0,14.0,14.0,2.0,5.0,3.0,7.0,87.0,45.0,30.0,18.0,13.0,4.0,9.0,119.0,461.0,678.0,29.0,False,2.0,1.0,3.0,16.0,11.0,27.0,0.0
34,2020-8888,Atp Cup,Hard,24,A,2020-01-06,106415,,Direct,Yoshihito Nishioka,L,170.0,JPN,24.2,104655,,Direct,Pablo Cuevas,R,180.0,URU,34.0,6-0 6-1,3,RR,54.0,1.0,2.0,37.0,23.0,18.0,10.0,7.0,0.0,0.0,0.0,0.0,36.0,26.0,9.0,2.0,6.0,1.0,6.0,72.0,764.0,45.0,1097.0,False,2.0,0.0,2.0,12.0,1.0,13.0,0.0
35,2020-8888,Atp Cup,Hard,24,A,2020-01-06,104424,,Direct,Go Soeda,R,178.0,JPN,35.3,105899,,Direct,Martin Cuevas,R,191.0,URU,27.9,6-1 6-3,3,RR,77.0,0.0,1.0,41.0,36.0,29.0,4.0,8.0,0.0,0.0,5.0,2.0,65.0,41.0,24.0,9.0,8.0,4.0,8.0,119.0,461.0,523.0,52.0,False,2.0,0.0,2.0,12.0,4.0,16.0,0.0
36,2020-8888,Atp Cup,Hard,24,A,2020-01-06,105932,,Direct,Nikoloz Basilashvili,R,185.0,GEO,27.8,104655,,Direct,Pablo Cuevas,R,180.0,URU,34.0,6-4 1-6 6-4,3,RR,127.0,4.0,5.0,88.0,53.0,39.0,17.0,13.0,1.0,3.0,14.0,3.0,115.0,72.0,49.0,20.0,14.0,13.0,15.0,26.0,1450.0,45.0,1097.0,False,2.0,1.0,3.0,13.0,14.0,27.0,0.0
37,2020-8888,Atp Cup,Hard,24,A,2020-01-06,106223,,Direct,Aleksandre Metreveli,R,183.0,GEO,26.4,208364,,Direct,Franco Roncadelli,L,185.0,URU,19.9,6-2 6-1,3,RR,52.0,2.0,1.0,38.0,26.0,21.0,10.0,7.0,0.0,0.0,0.0,2.0,43.0,31.0,16.0,3.0,8.0,1.0,6.0,678.0,29.0,,0.0,False,2.0,0.0,2.0,12.0,3.0,15.0,0.0
38,2020-8888,Atp Cup,Hard,24,A,2020-01-06,105554,,Direct,Daniel Evans,R,175.0,GBR,29.6,105676,,Direct,David Goffin,R,180.0,BEL,29.0,6-4 6-4,3,RR,108.0,3.0,0.0,74.0,53.0,31.0,11.0,10.0,1.0,4.0,4.0,0.0,56.0,29.0,17.0,13.0,10.0,0.0,5.0,42.0,1124.0,11.0,2335.0,False,2.0,0.0,2.0,12.0,8.0,20.0,0.0
39,2020-8888,Atp Cup,Hard,24,A,2020-01-06,104327,,Direct,Steve Darcis,R,178.0,BEL,35.8,111815,,Direct,Cameron Norrie,L,188.0,GBR,24.3,6-2 6-4,3,RR,72.0,5.0,1.0,46.0,32.0,27.0,7.0,9.0,0.0,1.0,2.0,1.0,51.0,36.0,19.0,9.0,9.0,4.0,8.0,200.0,242.0,52.0,975.0,False,2.0,0.0,2.0,12.0,6.0,18.0,0.0
40,2020-8888,Atp Cup,Hard,24,A,2020-01-06,105676,,Direct,David Goffin,R,180.0,BEL,29.0,105777,,Direct,Grigor Dimitrov,R,191.0,BUL,28.6,4-6 6-2 6-2,3,RR,148.0,8.0,3.0,85.0,49.0,37.0,14.0,13.0,4.0,8.0,2.0,7.0,101.0,61.0,38.0,11.0,13.0,13.0,20.0,11.0,2335.0,20.0,1702.0,False,2.0,1.0,3.0,16.0,10.0,26.0,0.0
41,2020-8888,Atp Cup,Hard,24,A,2020-01-06,106220,,Direct,Dimitar Kuzmanov,R,183.0,BUL,26.4,104327,,Direct,Steve Darcis,R,178.0,BEL,35.8,6-0 6-3,3,RR,77.0,0.0,0.0,49.0,36.0,23.0,9.0,8.0,2.0,3.0,0.0,1.0,41.0,24.0,14.0,3.0,7.0,4.0,9.0,417.0,80.0,200.0,242.0,False,2.0,0.0,2.0,12.0,3.0,15.0,0.0
42,2020-8888,Atp Cup,Hard,24,A,2020-01-06,105676,,Direct,David Goffin,R,180.0,BEL,29.0,105430,,Direct,Radu Albot,R,175.0,MDA,30.1,6-4 6-1,3,RR,82.0,6.0,3.0,54.0,30.0,22.0,15.0,8.0,5.0,5.0,3.0,2.0,63.0,39.0,23.0,10.0,9.0,7.0,11.0,11.0,2335.0,46.0,1067.0,False,2.0,0.0,2.0,12.0,5.0,17.0,0.0
43,2020-8888,Atp Cup,Hard,24,A,2020-01-06,104327,,Direct,Steve Darcis,R,178.0,BEL,35.8,126612,,Direct,Alexander Cozbinov,R,188.0,MDA,24.6,6-4 6-7(4) 7-5,3,RR,190.0,8.0,2.0,113.0,66.0,43.0,21.0,17.0,8.0,14.0,2.0,2.0,116.0,72.0,42.0,18.0,17.0,6.0,14.0,200.0,242.0,816.0,18.0,False,2.0,1.0,3.0,19.0,16.0,35.0,1.0
44,2020-8888,Atp Cup,Hard,24,A,2020-01-06,105777,,Direct,Grigor Dimitrov,R,191.0,BUL,28.6,105554,,Direct,Daniel Evans,R,175.0,GBR,29.6,2-6 6-4 6-1,3,RR,136.0,3.0,4.0,81.0,50.0,29.0,19.0,13.0,3.0,7.0,1.0,0.0,83.0,53.0,32.0,13.0,12.0,3.0,8.0,20.0,1702.0,42.0,1124.0,False,2.0,1.0,3.0,14.0,11.0,25.0,0.0
45,2020-8888,Atp Cup,Hard,24,A,2020-01-06,111815,,Direct,Cameron Norrie,L,188.0,GBR,24.3,106220,,Direct,Dimitar Kuzmanov,R,183.0,BUL,26.4,6-2 3-6 6-2,3,RR,119.0,8.0,5.0,60.0,40.0,33.0,7.0,12.0,2.0,5.0,4.0,2.0,82.0,53.0,32.0,12.0,13.0,4.0,10.0,52.0,975.0,417.0,80.0,False,2.0,1.0,3.0,15.0,10.0,25.0,0.0
46,2020-8888,Atp Cup,Hard,24,A,2020-01-06,105554,,Direct,Daniel Evans,R,175.0,GBR,29.6,105430,,Direct,Radu Albot,R,175.0,MDA,30.1,6-2 6-2,3,RR,72.0,2.0,0.0,42.0,28.0,20.0,11.0,8.0,3.0,4.0,4.0,2.0,52.0,35.0,18.0,5.0,8.0,7.0,12.0,42.0,1124.0,46.0,1067.0,False,2.0,0.0,2.0,12.0,4.0,16.0,0.0
47,2020-8888,Atp Cup,Hard,24,A,2020-01-06,111815,,Direct,Cameron Norrie,L,188.0,GBR,24.3,126612,,Direct,Alexander Cozbinov,R,188.0,MDA,24.6,6-2 6-2,3,RR,71.0,3.0,1.0,38.0,22.0,20.0,12.0,8.0,0.0,0.0,0.0,2.0,57.0,39.0,23.0,6.0,8.0,4.0,8.0,52.0,975.0,816.0,18.0,False,2.0,0.0,2.0,12.0,4.0,16.0,0.0
48,2020-8888,Atp Cup,Hard,24,A,2020-01-06,105777,,Direct,Grigor Dimitrov,R,191.0,BUL,28.6,105430,,Direct,Radu Albot,R,175.0,MDA,30.1,6-2 6-3,3,RR,83.0,5.0,8.0,57.0,35.0,30.0,9.0,9.0,4.0,5.0,0.0,2.0,50.0,24.0,16.0,10.0,8.0,2.0,6.0,20.0,1702.0,46.0,1067.0,False,2.0,0.0,2.0,12.0,5.0,17.0,0.0
49,2020-8888,Atp Cup,Hard,24,A,2020-01-06,106220,,Direct,Dimitar Kuzmanov,R,183.0,BUL,26.4,126612,,Direct,Alexander Cozbinov,R,188.0,MDA,24.6,6-1 7-5,3,RR,108.0,6.0,2.0,69.0,45.0,30.0,14.0,10.0,4.0,6.0,2.0,1.0,64.0,45.0,23.0,7.0,9.0,3.0,8.0,417.0,80.0,816.0,18.0,False,2.0,0.0,2.0,13.0,6.0,19.0,0.0
50,2020-8888,Atp Cup,Hard,24,A,2020-01-06,106421,,Direct,Daniil Medvedev,R,198.0,RUS,23.9,104926,,Direct,Fabio Fognini,R,178.0,ITA,32.6,1-6 6-1 6-3,3,RR,107.0,6.0,4.0,58.0,32.0,24.0,15.0,11.0,0.0,2.0,4.0,2.0,94.0,57.0,34.0,16.0,12.0,14.0,18.0,5.0,5705.0,12.0,2290.0,False,2.0,1.0,3.0,13.0,10.0,23.0,0.0
51,2020-8888,Atp Cup,Hard,24,A,2020-01-06,111575,,Direct,Karen Khachanov,R,198.0,RUS,23.6,105882,,Direct,Stefano Travaglia,R,185.0,ITA,28.0,7-5 6-3,3,RR,88.0,6.0,1.0,65.0,46.0,36.0,8.0,11.0,1.0,3.0,5.0,3.0,58.0,30.0,22.0,11.0,10.0,1.0,5.0,17.0,1840.0,82.0,637.0,False,2.0,0.0,2.0,13.0,8.0,21.0,0.0
52,2020-8888,Atp Cup,Hard,24,A,2020-01-06,106421,,Direct,Daniil Medvedev,R,198.0,RUS,23.9,104545,,Direct,John Isner,R,208.0,USA,34.6,6-3 6-1,3,RR,60.0,6.0,0.0,46.0,27.0,22.0,13.0,8.0,2.0,2.0,4.0,1.0,44.0,27.0,14.0,9.0,8.0,3.0,7.0,5.0,5705.0,19.0,1770.0,False,2.0,0.0,2.0,12.0,4.0,16.0,0.0
53,2020-8888,Atp Cup,Hard,24,A,2020-01-06,111575,,Direct,Karen Khachanov,R,198.0,RUS,23.6,126203,,Direct,Taylor Fritz,R,196.0,USA,22.1,3-6 7-5 6-1,3,RR,111.0,12.0,1.0,75.0,54.0,46.0,7.0,14.0,4.0,6.0,11.0,6.0,89.0,53.0,42.0,11.0,14.0,3.0,7.0,17.0,1840.0,31.0,1315.0,False,2.0,1.0,3.0,16.0,12.0,28.0,0.0
54,2020-8888,Atp Cup,Hard,24,A,2020-01-06,106421,,Direct,Daniil Medvedev,R,198.0,RUS,23.9,134770,,Direct,Casper Ruud,R,183.0,NOR,21.0,6-3 7-6(6),3,RR,93.0,13.0,3.0,65.0,40.0,37.0,13.0,11.0,2.0,3.0,2.0,1.0,65.0,52.0,36.0,6.0,10.0,2.0,4.0,5.0,5705.0,53.0,949.0,False,2.0,0.0,2.0,13.0,9.0,22.0,1.0
55,2020-8888,Atp Cup,Hard,24,A,2020-01-06,111575,,Direct,Karen Khachanov,R,198.0,RUS,23.6,126340,,Direct,Viktor Durasovic,R,185.0,NOR,22.8,6-2 6-1,3,RR,61.0,8.0,2.0,48.0,31.0,27.0,7.0,8.0,0.0,0.0,2.0,4.0,42.0,20.0,11.0,9.0,7.0,4.0,8.0,17.0,1840.0,329.0,117.0,False,2.0,0.0,2.0,12.0,3.0,15.0,0.0
56,2020-8888,Atp Cup,Hard,24,A,2020-01-06,104926,,Direct,Fabio Fognini,R,178.0,ITA,32.6,104545,,Direct,John Isner,R,208.0,USA,34.6,6-4 7-6(5),3,RR,89.0,7.0,5.0,64.0,43.0,42.0,8.0,11.0,1.0,1.0,15.0,1.0,70.0,48.0,33.0,15.0,11.0,3.0,4.0,12.0,2290.0,19.0,1770.0,False,2.0,0.0,2.0,13.0,10.0,23.0,1.0
